country_code;return_case_id;quantity;product_id;city;postal_code;total_refund;currency;exchange_rate;creation_date;...11;weight;emission;price;distance
AU;01171253-RC1;1;9410199999991000S;Victoria Park;6100;45500.0;AUD;0.62160110074944;2024-11-26T04:05:32.413Z;;2,00;8,13;3,16;5893,70
AU;00981208-RC1;1;810373E00157106435;Kuranda;4881;73000.0;AUD;0.61118263124647;2024-06-17T06:45:31.726Z;;2,00;20,39;3,16;14778,07
AU;01136264-RC1;1;6402153EU605920040;UNLEY;5061;785500.0;AUD;0.6211982704868;2024-10-17T02:52:59.734Z;;2,00;21,16;3,16;15331,53
AU;00798794-RC1;1;9,40694E+16;CAULFIELD NORTH;3161;24150.0;AUD;0.61248724402564;2024-01-22T00:18:51.586Z;;2,00;22,06;3,16;15988,62
AU;01096653-RC1;1;9411129999993000M;North Bondi;2026;0.0;AUD;0.59875881333534;2024-08-22T06:52:15.204691Z;;2,00;22,53;3,16;16326,93
AU;01096653-RC1;1;9411039999991202M;North Bondi;2026;0.0;AUD;0.59875881333534;2024-08-22T06:52:15.204691Z;;2,00;22,53;3,16;16326,93
AU;00994361-RC1;1;7B0051WP02697049U;South Yarra;3141;143500.0;AUD;0.61617316474183;2024-06-17T04:49:30.169Z;;2,00;22,06;3,16;15984,82
AU;01239923-RC1;1;9412769999996309U;Manly;2095;22500.0;AUD;0.60258210388618;2025-01-13T02:17:34.384Z;;2,00;22,53;3,16;16323,66
AU;00816556-RC1;1;6500873DU701260038;Woollahra;2025;238500.0;AUD;0.6081926414206;2024-01-26T01:18:55.263Z;;2,00;22,53;3,16;16325,63
AU;01096653-RC1;1;9410899999991202M;North Bondi;2026;0.0;AUD;0.59875881333534;2024-08-22T06:52:15.204691Z;;2,00;22,53;3,16;16326,93
AU;01062100-RC1;1;K03453PK0758570212;Victoria point;4165;27300.0;AUD;0.61546737280831;2024-07-28T22:35:21.012Z;;2,00;22,27;3,16;16139,41
AU;00857502-RC1;1;9,40331E+16;Maroubra;2035;22000.0;AUD;0.60584987679728;2024-02-23T00:14:52.314Z;;2,00;22,53;3,16;16327,43
AU;01171990-RC1;1;K03720PK005490026M;Darling Point;2027;7350.0;AUD;0.62160110074944;2024-11-29T05:30:29.868Z;;2,00;22,53;3,16;16323,22
AU;00919619-RC1;1;800252W1IL0100036H;Reservoir;3073;119500.0;AUD;0.60873661120075;2024-04-18T10:00:37.255Z;;2,00;22,05;3,16;15981,09
AU;01096653-RC1;1;9410739999991202M;North Bondi;2026;0.0;AUD;0.59875881333534;2024-08-22T06:52:15.204691Z;;2,00;22,53;3,16;16326,93
AU;00870852-RC1;1;700073W85429000U;Indooroopilly Centre - Brisbane;4068;129000.0;AUD;0.60123904257455;2024-03-11T06:03:43.485Z;;2,00;22,23;3,16;16107,41
AU;01178033-RC1;1;9,41036E+16;Alexandria;2015;0.0;AUD;0.61485761661909;2024-12-30T08:56:39.387155Z;;2,00;0,61;3,16;445,51
AU;01160213-RC1;1;7B0138WP05331000U;Brighton;3186;239500.0;AUD;0.61389156292749;2024-11-19T07:57:28.079Z;;2,00;1,91;3,16;1385,02
AU;00987858-RC1;1;9409539999994060U;Cabarita;2137;20700.0;AUD;0.60968016335449;2024-06-14T07:15:16.206Z;;2,00;21,50;3,16;15581,35
AU;01096653-RC1;1;9410259999993000M;North Bondi;2026;0.0;AUD;0.59875881333534;2024-08-22T06:52:15.204691Z;;2,00;22,53;3,16;16326,93
AU;01230213-RC1;1;810408KP027905035;Warrandyte;3113;102600.0;AUD;0.59757502738361;2025-01-08T22:21:58.522Z;;2,00;22,08;3,16;15999,70
AU;01096653-RC1;1;9410519999993000M;North Bondi;2026;0.0;AUD;0.59875881333534;2024-08-22T06:52:15.204691Z;;2,00;22,53;3,16;16326,93
AU;00976467-RC1;1;6K04233S24156016M;Melbourne;3000;277250.0;AUD;0.61364137527639;2024-06-07T11:10:04.365Z;;2,00;22,05;3,16;15981,51
AU;01084484-RC1;1;810062E00031750138;St Ives;2075;37800.0;AUD;0.6045553297083;2024-08-05T02:00:39.212Z;;2,00;2,30;3,16;1663,08
AU;01171253-RC1;1;9410139999991202S;Victoria Park;6100;45500.0;AUD;0.62160110074944;2024-11-26T04:05:32.413Z;;2,00;8,13;3,16;5893,70
AU;01106907-RC1;1;9409509999996600S;Mawson Lakes;5095;41400.0;AUD;0.61012080626155;2024-09-09T06:36:10.299Z;;2,00;21,15;3,16;15325,03
AU;01171253-RC1;1;9410129999991202XS;Victoria Park;6100;45500.0;AUD;0.62160110074944;2024-11-26T04:05:32.413Z;;2,00;8,13;3,16;5893,70
AU;00916290-RC1;1;9408939999998645XL;Rozelle;2039;29500.0;AUD;0.60619401308356;2024-04-24T04:00:25.861Z;;2,00;22,52;3,16;16317,55
AU;00910806-RC1;1;9408379999991089U;Southbank;3006;27500.0;AUD;0.60689019775591;2024-04-18T05:40:29.864Z;;2,00;22,06;3,16;15982,03
AU;01084859-RC1;1;K03630PK0055560910;Waverley;2024;9900.0;AUD;0.6045553297083;2024-08-08T04:59:38.245Z;;2,00;2,66;3,16;1929,95
